,drug_row,drug_col,cell line,interaction
3478,23725625,36462,HCT116,ddi
3479,15951529,36462,HCT116,ddi
3480,11977753,36462,HCT116,ddi
3481,11964036,36462,HCT116,ddi
3482,11960529,36462,HCT116,ddi
3483,11626560,36462,HCT116,ddi
3484,11228183,36462,HCT116,ddi
3485,10127622,36462,HCT116,ddi
3486,10126189,36462,HCT116,ddi
3487,5494449,36462,HCT116,ddi
3488,5288382,36462,HCT116,ddi
3489,3062316,36462,HCT116,ddi
3490,2828334,36462,HCT116,ddi
3491,644241,36462,HCT116,ddi
3492,444795,36462,HCT116,ddi
3493,387447,36462,HCT116,ddi
3494,216326,36462,HCT116,ddi
3495,208908,36462,HCT116,ddi
3496,159324,36462,HCT116,ddi
3497,148198,36462,HCT116,ddi
3498,123631,36462,HCT116,ddi
3499,71384,36462,HCT116,ddi
3500,60749,36462,HCT116,ddi
3501,60699,36462,HCT116,ddi
3502,57469,36462,HCT116,ddi
3503,39562,36462,HCT116,ddi
3504,11683,36462,HCT116,ddi
3505,6758,36462,HCT116,ddi
3506,5743,36462,HCT116,ddi
3507,5453,36462,HCT116,ddi
3508,5426,36462,HCT116,ddi
3509,5394,36462,HCT116,ddi
3510,5311,36462,HCT116,ddi
3511,4211,36462,HCT116,ddi
3512,4139,36462,HCT116,ddi
3513,4091,36462,HCT116,ddi
3514,4055,36462,HCT116,ddi
3515,3902,36462,HCT116,ddi
3516,3690,36462,HCT116,ddi
3517,3397,36462,HCT116,ddi
3518,3385,36462,HCT116,ddi
3519,2719,36462,HCT116,ddi
3520,2708,36462,HCT116,ddi
3521,2662,36462,HCT116,ddi
3522,2478,36462,HCT116,ddi
3523,2187,36462,HCT116,ddi
3524,2141,36462,HCT116,ddi
3525,2123,36462,HCT116,ddi
3526,2094,36462,HCT116,ddi
3527,1673,36462,HCT116,ddi
3528,1645,36462,HCT116,ddi
3529,44632017,3690,HCT116,ddi
3530,11626560,3690,HCT116,ddi
3531,3062316,3690,HCT116,ddi
3532,387447,3690,HCT116,ddi
3533,216326,3690,HCT116,ddi
3534,208908,3690,HCT116,ddi
3535,123631,3690,HCT116,ddi
3536,71384,3690,HCT116,ddi
3537,60749,3690,HCT116,ddi
3538,60699,3690,HCT116,ddi
3539,36462,3690,HCT116,ddi
3540,5453,3690,HCT116,ddi
3541,5426,3690,HCT116,ddi
3542,5394,3690,HCT116,ddi
3543,5311,3690,HCT116,ddi
3544,4139,3690,HCT116,ddi
3545,3902,3690,HCT116,ddi
3546,3385,3690,HCT116,ddi
3547,2708,3690,HCT116,ddi
3548,2478,3690,HCT116,ddi
3549,2141,3690,HCT116,ddi
3550,2123,3690,HCT116,ddi
3551,44632017,46926350,HCT116,ddi
3552,24978538,46926350,HCT116,ddi
3553,24964624,46926350,HCT116,ddi
3554,24856436,46926350,HCT116,ddi
3555,24785538,46926350,HCT116,ddi
3556,24748204,46926350,HCT116,ddi
3557,23725625,46926350,HCT116,ddi
3558,16722836,46926350,HCT116,ddi
3559,11960529,46926350,HCT116,ddi
3560,11364421,46926350,HCT116,ddi
3561,11228183,46926350,HCT116,ddi
3562,10127622,46926350,HCT116,ddi
3563,3062316,46926350,HCT116,ddi
3564,387447,46926350,HCT116,ddi
3565,216326,46926350,HCT116,ddi
3566,208908,46926350,HCT116,ddi
3567,5311,46926350,HCT116,ddi
3568,44632017,60699,HCT116,ddi
3569,42611257,60699,HCT116,ddi
3570,24978538,60699,HCT116,ddi
3571,24964624,60699,HCT116,ddi
3572,24856436,60699,HCT116,ddi
3573,23725625,60699,HCT116,ddi
3574,11960529,60699,HCT116,ddi
3575,11626560,60699,HCT116,ddi
3576,11228183,60699,HCT116,ddi
3577,10127622,60699,HCT116,ddi
3578,10126189,60699,HCT116,ddi
3579,9840076,60699,HCT116,ddi
3580,5288382,60699,HCT116,ddi
3581,3062316,60699,HCT116,ddi
3582,644241,60699,HCT116,ddi
3583,444795,60699,HCT116,ddi
3584,387447,60699,HCT116,ddi
3585,354624,60699,HCT116,ddi
3586,216326,60699,HCT116,ddi
3587,208908,60699,HCT116,ddi
3588,159324,60699,HCT116,ddi
3589,123631,60699,HCT116,ddi
3590,71384,60699,HCT116,ddi
3591,60749,60699,HCT116,ddi
3592,36462,60699,HCT116,ddi
3593,5453,60699,HCT116,ddi
3594,5426,60699,HCT116,ddi
3595,5394,60699,HCT116,ddi
3596,5311,60699,HCT116,ddi
3597,3902,60699,HCT116,ddi
3598,3690,60699,HCT116,ddi
3599,3385,60699,HCT116,ddi
3600,2708,60699,HCT116,ddi
3601,2662,60699,HCT116,ddi
3602,2478,60699,HCT116,ddi
3603,2187,60699,HCT116,ddi
3604,2141,60699,HCT116,ddi
3605,2123,60699,HCT116,ddi
3606,42623900,11524144,HCT116,ddi
3607,25195294,11524144,HCT116,ddi
3608,9826528,11524144,HCT116,ddi
3609,5284329,11524144,HCT116,ddi
3610,2726824,11524144,HCT116,ddi
3611,444795,11524144,HCT116,ddi
3612,6758,11524144,HCT116,ddi
3613,4091,11524144,HCT116,ddi
3614,2719,11524144,HCT116,ddi
3615,1673,11524144,HCT116,ddi
3616,42611257,11455910,HCT116,ddi
3617,24978538,11455910,HCT116,ddi
3618,24964624,11455910,HCT116,ddi
3619,11228183,11455910,HCT116,ddi
3620,11213558,11455910,HCT116,ddi
3621,10126189,11455910,HCT116,ddi
3622,387447,11455910,HCT116,ddi
3623,42611257,11977753,HCT116,ddi
3624,25195294,11977753,HCT116,ddi
3625,24978538,11977753,HCT116,ddi
3626,24785538,11977753,HCT116,ddi
3627,24775005,11977753,HCT116,ddi
3628,23725625,11977753,HCT116,ddi
3629,16736978,11977753,HCT116,ddi
3630,16722836,11977753,HCT116,ddi
3631,15951529,11977753,HCT116,ddi
3632,11964036,11977753,HCT116,ddi
3633,11626560,11977753,HCT116,ddi
3634,11364421,11977753,HCT116,ddi
3635,11228183,11977753,HCT116,ddi
3636,10127622,11977753,HCT116,ddi
3637,9826528,11977753,HCT116,ddi
3638,6450551,11977753,HCT116,ddi
3639,5494449,11977753,HCT116,ddi
3640,3062316,11977753,HCT116,ddi
3641,644241,11977753,HCT116,ddi
3642,208908,11977753,HCT116,ddi
3643,123631,11977753,HCT116,ddi
3644,60749,11977753,HCT116,ddi
3645,60198,11977753,HCT116,ddi
3646,36462,11977753,HCT116,ddi
3647,5426,11977753,HCT116,ddi
3648,4091,11977753,HCT116,ddi
3649,3902,11977753,HCT116,ddi
3650,3385,11977753,HCT116,ddi
3651,2719,11977753,HCT116,ddi
3652,2187,11977753,HCT116,ddi
3653,1673,11977753,HCT116,ddi
3654,42611257,123631,HCT116,ddi
3655,24978538,123631,HCT116,ddi
3656,24964624,123631,HCT116,ddi
3657,24856436,123631,HCT116,ddi
3658,24785538,123631,HCT116,ddi
3659,23725625,123631,HCT116,ddi
3660,17754438,123631,HCT116,ddi
3661,15951529,123631,HCT116,ddi
3662,11977753,123631,HCT116,ddi
3663,11960529,123631,HCT116,ddi
3664,11626560,123631,HCT116,ddi
3665,11364421,123631,HCT116,ddi
3666,11228183,123631,HCT116,ddi
3667,10127622,123631,HCT116,ddi
3668,9911830,123631,HCT116,ddi
3669,9826528,123631,HCT116,ddi
3670,6450551,123631,HCT116,ddi
3671,5494449,123631,HCT116,ddi
3672,5288382,123631,HCT116,ddi
3673,3062316,123631,HCT116,ddi
3674,644241,123631,HCT116,ddi
3675,444795,123631,HCT116,ddi
3676,387447,123631,HCT116,ddi
3677,216326,123631,HCT116,ddi
3678,208908,123631,HCT116,ddi
3679,159324,123631,HCT116,ddi
3680,60749,123631,HCT116,ddi
3681,60699,123631,HCT116,ddi
3682,60198,123631,HCT116,ddi
3683,36462,123631,HCT116,ddi
3684,5426,123631,HCT116,ddi
3685,5394,123631,HCT116,ddi
3686,5311,123631,HCT116,ddi
3687,4091,123631,HCT116,ddi
3688,3902,123631,HCT116,ddi
3689,3690,123631,HCT116,ddi
3690,3385,123631,HCT116,ddi
3691,2719,123631,HCT116,ddi
3692,2662,123631,HCT116,ddi
3693,2478,123631,HCT116,ddi
3694,2187,123631,HCT116,ddi
3695,2141,123631,HCT116,ddi
3696,2051,123631,HCT116,ddi
3697,1673,123631,HCT116,ddi
3698,42611257,159324,HCT116,ddi
3699,15547703,159324,HCT116,ddi
3700,10127622,159324,HCT116,ddi
3701,10126189,159324,HCT116,ddi
3702,9826528,159324,HCT116,ddi
3703,6450551,159324,HCT116,ddi
3704,5288382,159324,HCT116,ddi
3705,3062316,159324,HCT116,ddi
3706,3035714,159324,HCT116,ddi
3707,644241,159324,HCT116,ddi
3708,387447,159324,HCT116,ddi
3709,216326,159324,HCT116,ddi
3710,208908,159324,HCT116,ddi
3711,123631,159324,HCT116,ddi
3712,60749,159324,HCT116,ddi
3713,60699,159324,HCT116,ddi
3714,36462,159324,HCT116,ddi
3715,5426,159324,HCT116,ddi
3716,5394,159324,HCT116,ddi
3717,5311,159324,HCT116,ddi
3718,3902,159324,HCT116,ddi
3719,3385,159324,HCT116,ddi
3720,2662,159324,HCT116,ddi
3721,2187,159324,HCT116,ddi
3722,42611257,15951529,HCT116,ddi
3723,24964624,15951529,HCT116,ddi
3724,23725625,15951529,HCT116,ddi
3725,11977753,15951529,HCT116,ddi
3726,11626560,15951529,HCT116,ddi
3727,3062316,15951529,HCT116,ddi
3728,216326,15951529,HCT116,ddi
3729,208908,15951529,HCT116,ddi
3730,123631,15951529,HCT116,ddi
3731,60198,15951529,HCT116,ddi
3732,36462,15951529,HCT116,ddi
3733,5426,15951529,HCT116,ddi
3734,3397,15951529,HCT116,ddi
3735,42611257,2187,HCT116,ddi
3736,24964624,2187,HCT116,ddi
3737,23725625,2187,HCT116,ddi
3738,11977753,2187,HCT116,ddi
3739,11960529,2187,HCT116,ddi
3740,11626560,2187,HCT116,ddi
3741,10127622,2187,HCT116,ddi
3742,6450551,2187,HCT116,ddi
3743,3062316,2187,HCT116,ddi
3744,208908,2187,HCT116,ddi
3745,159324,2187,HCT116,ddi
3746,123631,2187,HCT116,ddi
3747,60749,2187,HCT116,ddi
3748,60699,2187,HCT116,ddi
3749,60198,2187,HCT116,ddi
3750,54454,2187,HCT116,ddi
3751,36462,2187,HCT116,ddi
3752,11683,2187,HCT116,ddi
3753,5743,2187,HCT116,ddi
3754,5426,2187,HCT116,ddi
3755,5394,2187,HCT116,ddi
3756,5212,2187,HCT116,ddi
3757,4211,2187,HCT116,ddi
3758,4091,2187,HCT116,ddi
3759,3902,2187,HCT116,ddi
3760,3397,2187,HCT116,ddi
3761,3385,2187,HCT116,ddi
3762,2662,2187,HCT116,ddi
3763,42611257,300471,HCT116,ddi
3764,24964624,300471,HCT116,ddi
3765,24856436,300471,HCT116,ddi
3766,23725625,300471,HCT116,ddi
3767,10077147,300471,HCT116,ddi
3768,9826308,300471,HCT116,ddi
3769,644241,300471,HCT116,ddi
3770,387447,300471,HCT116,ddi
3771,6758,300471,HCT116,ddi
3772,42611257,3385,HCT116,ddi
3773,24964624,3385,HCT116,ddi
3774,24775005,3385,HCT116,ddi
3775,23725625,3385,HCT116,ddi
3776,11977753,3385,HCT116,ddi
3777,11960529,3385,HCT116,ddi
3778,11626560,3385,HCT116,ddi
3779,11228183,3385,HCT116,ddi
3780,10127622,3385,HCT116,ddi
3781,9949093,3385,HCT116,ddi
3782,6450551,3385,HCT116,ddi
3783,3062316,3385,HCT116,ddi
3784,444795,3385,HCT116,ddi
3785,387447,3385,HCT116,ddi
3786,216326,3385,HCT116,ddi
3787,208908,3385,HCT116,ddi
3788,159324,3385,HCT116,ddi
3789,123631,3385,HCT116,ddi
3790,71384,3385,HCT116,ddi
3791,60749,3385,HCT116,ddi
3792,60699,3385,HCT116,ddi
3793,60198,3385,HCT116,ddi
3794,57469,3385,HCT116,ddi
3795,54454,3385,HCT116,ddi
3796,39562,3385,HCT116,ddi
3797,36462,3385,HCT116,ddi
3798,11683,3385,HCT116,ddi
3799,5743,3385,HCT116,ddi
3800,5453,3385,HCT116,ddi
3801,5426,3385,HCT116,ddi
3802,5394,3385,HCT116,ddi
3803,5311,3385,HCT116,ddi
3804,4211,3385,HCT116,ddi
3805,4139,3385,HCT116,ddi
3806,4091,3385,HCT116,ddi
3807,3902,3385,HCT116,ddi
3808,3690,3385,HCT116,ddi
3809,3363,3385,HCT116,ddi
3810,2719,3385,HCT116,ddi
3811,2708,3385,HCT116,ddi
3812,2662,3385,HCT116,ddi
3813,2478,3385,HCT116,ddi
3814,2187,3385,HCT116,ddi
3815,2141,3385,HCT116,ddi
3816,2123,3385,HCT116,ddi
3817,2094,3385,HCT116,ddi
3818,1673,3385,HCT116,ddi
3819,42611257,4091,HCT116,ddi
3820,24964624,4091,HCT116,ddi
3821,11977753,4091,HCT116,ddi
3822,11524144,4091,HCT116,ddi
3823,3062316,4091,HCT116,ddi
3824,444795,4091,HCT116,ddi
3825,387447,4091,HCT116,ddi
3826,208908,4091,HCT116,ddi
3827,123631,4091,HCT116,ddi
3828,60749,4091,HCT116,ddi
3829,60198,4091,HCT116,ddi
3830,54454,4091,HCT116,ddi
3831,36462,4091,HCT116,ddi
3832,6758,4091,HCT116,ddi
3833,5394,4091,HCT116,ddi
3834,5212,4091,HCT116,ddi
3835,4788,4091,HCT116,ddi
3836,3902,4091,HCT116,ddi
3837,3397,4091,HCT116,ddi
3838,3385,4091,HCT116,ddi
3839,2719,4091,HCT116,ddi
3840,2662,4091,HCT116,ddi
3841,2187,4091,HCT116,ddi
3842,2094,4091,HCT116,ddi
3843,2051,4091,HCT116,ddi
3844,1673,4091,HCT116,ddi
3845,42611257,444795,HCT116,ddi
3846,25195294,444795,HCT116,ddi
3847,11524144,444795,HCT116,ddi
3848,10127622,444795,HCT116,ddi
3849,9826528,444795,HCT116,ddi
3850,5288382,444795,HCT116,ddi
3851,5284329,444795,HCT116,ddi
3852,3062316,444795,HCT116,ddi
3853,2726824,444795,HCT116,ddi
3854,387447,444795,HCT116,ddi
3855,216326,444795,HCT116,ddi
3856,208908,444795,HCT116,ddi
3857,135411,444795,HCT116,ddi
3858,123631,444795,HCT116,ddi
3859,60749,444795,HCT116,ddi
3860,60699,444795,HCT116,ddi
3861,57469,444795,HCT116,ddi
3862,36462,444795,HCT116,ddi
3863,6758,444795,HCT116,ddi
3864,5453,444795,HCT116,ddi
3865,5426,444795,HCT116,ddi
3866,5394,444795,HCT116,ddi
3867,5311,444795,HCT116,ddi
3868,4788,444795,HCT116,ddi
3869,4211,444795,HCT116,ddi
3870,4201,444795,HCT116,ddi
3871,4114,444795,HCT116,ddi
3872,4091,444795,HCT116,ddi
3873,3397,444795,HCT116,ddi
3874,3385,444795,HCT116,ddi
3875,2719,444795,HCT116,ddi
3876,2708,444795,HCT116,ddi
3877,2662,444795,HCT116,ddi
3878,2478,444795,HCT116,ddi
3879,42611257,5288382,HCT116,ddi
3880,10127622,5288382,HCT116,ddi
3881,3062316,5288382,HCT116,ddi
3882,444795,5288382,HCT116,ddi
3883,387447,5288382,HCT116,ddi
3884,374536,5288382,HCT116,ddi
3885,208908,5288382,HCT116,ddi
3886,159324,5288382,HCT116,ddi
3887,123631,5288382,HCT116,ddi
3888,60749,5288382,HCT116,ddi
3889,60699,5288382,HCT116,ddi
3890,36462,5288382,HCT116,ddi
3891,6758,5288382,HCT116,ddi
3892,5394,5288382,HCT116,ddi
3893,5311,5288382,HCT116,ddi
3894,2719,5288382,HCT116,ddi
3895,2662,5288382,HCT116,ddi
3896,1673,5288382,HCT116,ddi
3897,24978538,5394,HCT116,ddi
3898,23725625,5394,HCT116,ddi
3899,11626560,5394,HCT116,ddi
3900,11228183,5394,HCT116,ddi
3901,10127622,5394,HCT116,ddi
3902,9840076,5394,HCT116,ddi
3903,9826528,5394,HCT116,ddi
3904,6450551,5394,HCT116,ddi
3905,5288382,5394,HCT116,ddi
3906,3062316,5394,HCT116,ddi
3907,3035714,5394,HCT116,ddi
3908,644241,5394,HCT116,ddi
3909,444795,5394,HCT116,ddi
3910,208908,5394,HCT116,ddi
3911,159324,5394,HCT116,ddi
3912,123631,5394,HCT116,ddi
3913,60749,5394,HCT116,ddi
3914,60699,5394,HCT116,ddi
3915,60198,5394,HCT116,ddi
3916,39562,5394,HCT116,ddi
3917,36462,5394,HCT116,ddi
3918,5453,5394,HCT116,ddi
3919,4211,5394,HCT116,ddi
3920,4139,5394,HCT116,ddi
3921,4091,5394,HCT116,ddi
3922,3902,5394,HCT116,ddi
3923,3690,5394,HCT116,ddi
3924,3385,5394,HCT116,ddi
3925,3363,5394,HCT116,ddi
3926,2719,5394,HCT116,ddi
3927,2708,5394,HCT116,ddi
3928,2662,5394,HCT116,ddi
3929,2478,5394,HCT116,ddi
3930,2187,5394,HCT116,ddi
3931,2123,5394,HCT116,ddi
3932,1673,5394,HCT116,ddi
3933,1645,5394,HCT116,ddi
3934,25183872,5426,HCT116,ddi
3935,24978538,5426,HCT116,ddi
3936,23725625,5426,HCT116,ddi
3937,16722836,5426,HCT116,ddi
3938,15951529,5426,HCT116,ddi
3939,11977753,5426,HCT116,ddi
3940,11626560,5426,HCT116,ddi
3941,11228183,5426,HCT116,ddi
3942,10127622,5426,HCT116,ddi
3943,10126189,5426,HCT116,ddi
3944,9949093,5426,HCT116,ddi
3945,6450551,5426,HCT116,ddi
3946,3062316,5426,HCT116,ddi
3947,644241,5426,HCT116,ddi
3948,444795,5426,HCT116,ddi
3949,387447,5426,HCT116,ddi
3950,208908,5426,HCT116,ddi
3951,159324,5426,HCT116,ddi
3952,123631,5426,HCT116,ddi
3953,60749,5426,HCT116,ddi
3954,60699,5426,HCT116,ddi
3955,54454,5426,HCT116,ddi
3956,36462,5426,HCT116,ddi
3957,11683,5426,HCT116,ddi
3958,5743,5426,HCT116,ddi
3959,5453,5426,HCT116,ddi
3960,5212,5426,HCT116,ddi
3961,3690,5426,HCT116,ddi
3962,3397,5426,HCT116,ddi
3963,3385,5426,HCT116,ddi
3964,3363,5426,HCT116,ddi
3965,2719,5426,HCT116,ddi
3966,2708,5426,HCT116,ddi
3967,2662,5426,HCT116,ddi
3968,2478,5426,HCT116,ddi
3969,2187,5426,HCT116,ddi
3970,2141,5426,HCT116,ddi
3971,2094,5426,HCT116,ddi
3972,24775005,57469,HCT116,ddi
3973,444795,57469,HCT116,ddi
3974,253078,57469,HCT116,ddi
3975,60749,57469,HCT116,ddi
3976,36462,57469,HCT116,ddi
3977,3385,57469,HCT116,ddi
3978,2719,57469,HCT116,ddi
3979,2662,57469,HCT116,ddi
3980,42611257,60749,HCT116,ddi
3981,25195294,60749,HCT116,ddi
3982,24978538,60749,HCT116,ddi
3983,24964624,60749,HCT116,ddi
3984,24856436,60749,HCT116,ddi
3985,24785538,60749,HCT116,ddi
3986,24775005,60749,HCT116,ddi
3987,23725625,60749,HCT116,ddi
3988,11977753,60749,HCT116,ddi
3989,11960529,60749,HCT116,ddi
3990,11626560,60749,HCT116,ddi
3991,11228183,60749,HCT116,ddi
3992,10127622,60749,HCT116,ddi
3993,10126189,60749,HCT116,ddi
3994,9949093,60749,HCT116,ddi
3995,9840076,60749,HCT116,ddi
3996,6450551,60749,HCT116,ddi
3997,5494449,60749,HCT116,ddi
3998,5288382,60749,HCT116,ddi
3999,3062316,60749,HCT116,ddi
4000,3035714,60749,HCT116,ddi
4001,644241,60749,HCT116,ddi
4002,444795,60749,HCT116,ddi
4003,387447,60749,HCT116,ddi
4004,219104,60749,HCT116,ddi
4005,216326,60749,HCT116,ddi
4006,208908,60749,HCT116,ddi
4007,159324,60749,HCT116,ddi
4008,123631,60749,HCT116,ddi
4009,60699,60749,HCT116,ddi
4010,60198,60749,HCT116,ddi
4011,57469,60749,HCT116,ddi
4012,39562,60749,HCT116,ddi
4013,36462,60749,HCT116,ddi
4014,11683,60749,HCT116,ddi
4015,5453,60749,HCT116,ddi
4016,5426,60749,HCT116,ddi
4017,5394,60749,HCT116,ddi
4018,5311,60749,HCT116,ddi
4019,4211,60749,HCT116,ddi
4020,4091,60749,HCT116,ddi
4021,3902,60749,HCT116,ddi
4022,3690,60749,HCT116,ddi
4023,3385,60749,HCT116,ddi
4024,3363,60749,HCT116,ddi
4025,2708,60749,HCT116,ddi
4026,2662,60749,HCT116,ddi
4027,2478,60749,HCT116,ddi
4028,2187,60749,HCT116,ddi
4029,2141,60749,HCT116,ddi
4030,2123,60749,HCT116,ddi
4031,2094,60749,HCT116,ddi
4032,1673,60749,HCT116,ddi
4033,42611257,644241,HCT116,ddi
4034,24978538,644241,HCT116,ddi
4035,24964624,644241,HCT116,ddi
4036,23725625,644241,HCT116,ddi
4037,16722836,644241,HCT116,ddi
4038,11977753,644241,HCT116,ddi
4039,11626560,644241,HCT116,ddi
4040,11228183,644241,HCT116,ddi
4041,10127622,644241,HCT116,ddi
4042,10126189,644241,HCT116,ddi
4043,9826528,644241,HCT116,ddi
4044,6450551,644241,HCT116,ddi
4045,5494449,644241,HCT116,ddi
4046,3062316,644241,HCT116,ddi
4047,387447,644241,HCT116,ddi
4048,300471,644241,HCT116,ddi
4049,216326,644241,HCT116,ddi
4050,208908,644241,HCT116,ddi
4051,159324,644241,HCT116,ddi
4052,123631,644241,HCT116,ddi
4053,60749,644241,HCT116,ddi
4054,60699,644241,HCT116,ddi
4055,36462,644241,HCT116,ddi
4056,5426,644241,HCT116,ddi
4057,5394,644241,HCT116,ddi
4058,5311,644241,HCT116,ddi
4059,5212,644241,HCT116,ddi
4060,2478,644241,HCT116,ddi
4061,42611257,6450551,HCT116,ddi
4062,24978538,6450551,HCT116,ddi
4063,23725625,6450551,HCT116,ddi
4064,15547703,6450551,HCT116,ddi
4065,11977753,6450551,HCT116,ddi
4066,11626560,6450551,HCT116,ddi
4067,11351021,6450551,HCT116,ddi
4068,10127622,6450551,HCT116,ddi
4069,9911830,6450551,HCT116,ddi
4070,9826528,6450551,HCT116,ddi
4071,3062316,6450551,HCT116,ddi
4072,3035714,6450551,HCT116,ddi
4073,644241,6450551,HCT116,ddi
4074,387447,6450551,HCT116,ddi
4075,216326,6450551,HCT116,ddi
4076,208908,6450551,HCT116,ddi
4077,159324,6450551,HCT116,ddi
4078,123631,6450551,HCT116,ddi
4079,60749,6450551,HCT116,ddi
4080,5426,6450551,HCT116,ddi
4081,5394,6450551,HCT116,ddi
4082,5311,6450551,HCT116,ddi
4083,4211,6450551,HCT116,ddi
4084,3902,6450551,HCT116,ddi
4085,3385,6450551,HCT116,ddi
4086,2187,6450551,HCT116,ddi
4087,42611257,9826528,HCT116,ddi
4088,25195294,9826528,HCT116,ddi
4089,24978538,9826528,HCT116,ddi
4090,24964624,9826528,HCT116,ddi
4091,17754438,9826528,HCT116,ddi
4092,16736978,9826528,HCT116,ddi
4093,11977753,9826528,HCT116,ddi
4094,11626560,9826528,HCT116,ddi
4095,11524144,9826528,HCT116,ddi
4096,11228183,9826528,HCT116,ddi
4097,10127622,9826528,HCT116,ddi
4098,6450551,9826528,HCT116,ddi
4099,5284329,9826528,HCT116,ddi
4100,3062316,9826528,HCT116,ddi
4101,2726824,9826528,HCT116,ddi
4102,702558,9826528,HCT116,ddi
4103,644241,9826528,HCT116,ddi
4104,444795,9826528,HCT116,ddi
4105,208908,9826528,HCT116,ddi
4106,159324,9826528,HCT116,ddi
4107,123631,9826528,HCT116,ddi
4108,5394,9826528,HCT116,ddi
4109,25195294,11238147,HCT116,ddi
4110,23725625,11238147,HCT116,ddi
4111,2726824,11238147,HCT116,ddi
4112,25195294,2726824,HCT116,ddi
4113,23725625,2726824,HCT116,ddi
4114,11960529,2726824,HCT116,ddi
4115,11524144,2726824,HCT116,ddi
4116,11238147,2726824,HCT116,ddi
4117,9826528,2726824,HCT116,ddi
4118,5284329,2726824,HCT116,ddi
4119,444795,2726824,HCT116,ddi
4120,253078,2726824,HCT116,ddi
4121,1645,2726824,HCT116,ddi
4122,25195294,5284329,HCT116,ddi
4123,24775005,5284329,HCT116,ddi
4124,11524144,5284329,HCT116,ddi
4125,9826528,5284329,HCT116,ddi
4126,2726824,5284329,HCT116,ddi
4127,702558,5284329,HCT116,ddi
4128,444795,5284329,HCT116,ddi
4129,253078,5284329,HCT116,ddi
4130,25195294,39562,HCT116,ddi
4131,24978538,39562,HCT116,ddi
4132,11228183,39562,HCT116,ddi
4133,135411,39562,HCT116,ddi
4134,60749,39562,HCT116,ddi
4135,36462,39562,HCT116,ddi
4136,5394,39562,HCT116,ddi
4137,4788,39562,HCT116,ddi
4138,3385,39562,HCT116,ddi
4139,2708,39562,HCT116,ddi
4140,1345,39562,HCT116,ddi
4141,25154867,25021165,HCT116,ddi
4142,25021165,25154867,HCT116,ddi
4143,24978538,10126189,HCT116,ddi
4144,24964624,10126189,HCT116,ddi
4145,24748204,10126189,HCT116,ddi
4146,23725625,10126189,HCT116,ddi
4147,11455910,10126189,HCT116,ddi
4148,11228183,10126189,HCT116,ddi
4149,10127622,10126189,HCT116,ddi
4150,3062316,10126189,HCT116,ddi
4151,644241,10126189,HCT116,ddi
4152,387447,10126189,HCT116,ddi
4153,216326,10126189,HCT116,ddi
4154,208908,10126189,HCT116,ddi
4155,159324,10126189,HCT116,ddi
4156,60749,10126189,HCT116,ddi
4157,60699,10126189,HCT116,ddi
4158,36462,10126189,HCT116,ddi
4159,5426,10126189,HCT116,ddi
4160,24978538,2708,HCT116,ddi
4161,11228183,2708,HCT116,ddi
4162,3062316,2708,HCT116,ddi
4163,444795,2708,HCT116,ddi
4164,387447,2708,HCT116,ddi
4165,216326,2708,HCT116,ddi
4166,60749,2708,HCT116,ddi
4167,60699,2708,HCT116,ddi
4168,39562,2708,HCT116,ddi
4169,36462,2708,HCT116,ddi
4170,5453,2708,HCT116,ddi
4171,5426,2708,HCT116,ddi
4172,5394,2708,HCT116,ddi
4173,3690,2708,HCT116,ddi
4174,3385,2708,HCT116,ddi
4175,2719,2708,HCT116,ddi
4176,2478,2708,HCT116,ddi
4177,2123,2708,HCT116,ddi
4178,2094,2708,HCT116,ddi
4179,24978538,42611257,HCT116,ddi
4180,24964624,42611257,HCT116,ddi
4181,24775005,42611257,HCT116,ddi
4182,23725625,42611257,HCT116,ddi
4183,15951529,42611257,HCT116,ddi
4184,11977753,42611257,HCT116,ddi
4185,11960529,42611257,HCT116,ddi
4186,11626560,42611257,HCT116,ddi
4187,11455910,42611257,HCT116,ddi
4188,11228183,42611257,HCT116,ddi
4189,10127622,42611257,HCT116,ddi
4190,9826528,42611257,HCT116,ddi
4191,6450551,42611257,HCT116,ddi
4192,5288382,42611257,HCT116,ddi
4193,3062316,42611257,HCT116,ddi
4194,644241,42611257,HCT116,ddi
4195,444795,42611257,HCT116,ddi
4196,300471,42611257,HCT116,ddi
4197,208908,42611257,HCT116,ddi
4198,159324,42611257,HCT116,ddi
4199,123631,42611257,HCT116,ddi
4200,60749,42611257,HCT116,ddi
4201,60699,42611257,HCT116,ddi
4202,36462,42611257,HCT116,ddi
4203,4091,42611257,HCT116,ddi
4204,3385,42611257,HCT116,ddi
4205,2187,42611257,HCT116,ddi
4206,24964624,16736978,HCT116,ddi
4207,11977753,16736978,HCT116,ddi
4208,10127622,16736978,HCT116,ddi
4209,9911830,16736978,HCT116,ddi
4210,9826528,16736978,HCT116,ddi
4211,24964624,3902,HCT116,ddi
4212,24785538,3902,HCT116,ddi
4213,23725625,3902,HCT116,ddi
4214,11977753,3902,HCT116,ddi
4215,11960529,3902,HCT116,ddi
4216,11626560,3902,HCT116,ddi
4217,6450551,3902,HCT116,ddi
4218,3062316,3902,HCT116,ddi
4219,387447,3902,HCT116,ddi
4220,208908,3902,HCT116,ddi
4221,159324,3902,HCT116,ddi
4222,123631,3902,HCT116,ddi
4223,60749,3902,HCT116,ddi
4224,60699,3902,HCT116,ddi
4225,60198,3902,HCT116,ddi
